A_time,B_time,A_time_numeric,B_time_numeric
1970-01-01 00:01:15.116523387,1970-01-01 00:00:42.084512466,75,42
1970-01-01 00:01:14.845581081,1970-01-01 00:00:06.792400799,74,6
1970-01-01 00:00:33.116766678,1970-01-01 00:00:25.223443291,33,25
1970-01-01 00:01:39.206809037,1970-01-01 00:00:01.406748374,99,1
1970-01-01 00:01:29.980934402,1970-01-01 00:00:50.077575888,89,50
1970-01-01 00:01:20.883357091,1970-01-01 00:00:51.455299178,80,51
1970-01-01 00:01:22.008371773,1970-01-01 00:00:22.922368738,82,22
1970-01-01 00:01:17.476173130,1970-01-01 00:00:23.608392210,77,23
1970-01-01 00:01:28.194506718,1970-01-01 00:00:48.986130254,88,48
1970-01-01 00:00:18.840795470,1970-01-01 00:00:17.495499375,18,17
1970-01-01 00:01:05.308117720,1970-01-01 00:00:25.069681846,65,25
1970-01-01 00:00:13.817364709,1970-01-01 00:00:08.431880328,13,8
1970-01-01 00:00:46.595021337,1970-01-01 00:00:10.698965477,46,10
1970-01-01 00:00:37.858083591,1970-01-01 00:00:26.052344626,37,26
1970-01-01 00:01:26.398621134,1970-01-01 00:00:45.875766804,86,45
1970-01-01 00:01:23.739068598,1970-01-01 00:01:04.659132888,83,64
1970-01-01 00:00:15.151690862,1970-01-01 00:00:08.659537445,15,8
1970-01-01 00:01:18.899383740,1970-01-01 00:00:16.197389102,78,16
1970-01-01 00:01:00.841397922,1970-01-01 00:00:44.282406567,60,44
1970-01-01 00:01:14.538112607,1970-01-01 00:00:01.256513329,74,1
1970-01-01 00:00:38.968032621,1970-01-01 00:00:10.664388395,38,10
1970-01-01 00:01:01.048961219,1970-01-01 00:00:57.769665041,61,57
1970-01-01 00:01:17.964892839,1970-01-01 00:00:53.705877828,77,53
1970-01-01 00:00:51.344280955,1970-01-01 00:00:39.961454161,51,39
1970-01-01 00:01:13.982213154,1970-01-01 00:00:15.742013924,73,15
1970-01-01 00:01:29.914632083,1970-01-01 00:01:00.270567505,89,60
1970-01-01 00:00:13.304789696,1970-01-01 00:00:12.428634566,13,12
1970-01-01 00:01:09.236702309,1970-01-01 00:00:23.590809494,69,23
1970-01-01 00:00:57.539680148,1970-01-01 00:00:27.638559867,57,27
1970-01-01 00:01:16.147271026,1970-01-01 00:00:22.994613226,76,22
1970-01-01 00:00:39.780164204,1970-01-01 00:00:18.529962742,39,18
1970-01-01 00:00:41.777088156,1970-01-01 00:00:32.034429112,41,32
1970-01-01 00:01:38.759392036,1970-01-01 00:01:03.356564844,98,63
1970-01-01 00:01:35.616783340,1970-01-01 00:00:56.558125757,95,56
1970-01-01 00:00:39.771108776,1970-01-01 00:00:26.643114309,39,26
1970-01-01 00:01:06.714746980,1970-01-01 00:00:04.056963610,66,4
1970-01-01 00:01:07.493758312,1970-01-01 00:00:20.430366699,67,20
1970-01-01 00:00:58.923788699,1970-01-01 00:00:39.088823482,58,39
1970-01-01 00:01:28.516296710,1970-01-01 00:01:28.474086297,88,88
1970-01-01 00:00:14.757182645,1970-01-01 00:00:07.457687861,14,7
1970-01-01 00:01:14.182148449,1970-01-01 00:00:28.850295981,74,28
1970-01-01 00:01:39.635354941,1970-01-01 00:00:38.443762071,99,38
1970-01-01 00:01:31.274169865,1970-01-01 00:00:11.026179228,91,11
1970-01-01 00:00:42.446852414,1970-01-01 00:00:30.067039532,42,30
1970-01-01 00:01:36.989378207,1970-01-01 00:00:02.271358843,96,2
1970-01-01 00:01:01.335703183,1970-01-01 00:00:11.351766243,61,11
1970-01-01 00:00:12.343328220,1970-01-01 00:00:06.266272181,12,6
1970-01-01 00:01:12.954962639,1970-01-01 00:00:37.114585174,72,37
1970-01-01 00:01:22.010574779,1970-01-01 00:00:28.238624826,82,28
1970-01-01 00:01:23.529706055,1970-01-01 00:00:16.225734843,83,16
1970-01-01 00:01:21.936277695,1970-01-01 00:00:48.188791790,81,48
1970-01-01 00:01:24.991647292,1970-01-01 00:01:19.051345501,84,79
1970-01-01 00:01:34.884545537,1970-01-01 00:00:27.802291477,94,27
1970-01-01 00:01:04.356586449,1970-01-01 00:00:54.272305386,64,54
1970-01-01 00:01:14.926334598,1970-01-01 00:00:25.946149451,74,25
1970-01-01 00:00:16.704453048,1970-01-01 00:00:01.692800361,16,1
1970-01-01 00:00:48.877390473,1970-01-01 00:00:30.487799730,48,30
1970-01-01 00:01:20.867218277,1970-01-01 00:00:04.414821642,80,4
1970-01-01 00:01:10.415004606,1970-01-01 00:00:57.849145074,70,57
1970-01-01 00:00:16.178243978,1970-01-01 00:00:05.463600419,16,5
1970-01-01 00:01:10.441324146,1970-01-01 00:00:56.445884787,70,56
1970-01-01 00:01:28.750365063,1970-01-01 00:01:24.309741195,88,84
1970-01-01 00:00:54.819736235,1970-01-01 00:00:31.604650536,54,31
1970-01-01 00:00:48.011695124,1970-01-01 00:00:40.171077429,48,40
1970-01-01 00:01:39.025932966,1970-01-01 00:01:23.644684802,99,83
1970-01-01 00:01:06.898659960,1970-01-01 00:01:04.529416852,66,64
1970-01-01 00:00:50.361062190,1970-01-01 00:00:31.402838903,50,31
1970-01-01 00:00:40.363788423,1970-01-01 00:00:22.600122436,40,22
1970-01-01 00:00:54.707729336,1970-01-01 00:00:10.993694571,54,10
1970-01-01 00:01:06.095109940,1970-01-01 00:00:03.999489448,66,3
1970-01-01 00:00:03.513320102,1970-01-01 00:00:02.527295480,3,2
1970-01-01 00:01:32.895128630,1970-01-01 00:00:48.232267354,92,48
1970-01-01 00:00:22.302728828,1970-01-01 00:00:05.637614307,22,5
1970-01-01 00:00:44.735809929,1970-01-01 00:00:42.974233659,44,42
1970-01-01 00:01:26.137046413,1970-01-01 00:00:39.360714673,86,39
1970-01-01 00:01:07.401725958,1970-01-01 00:00:50.380115710,67,50
1970-01-01 00:00:46.302907374,1970-01-01 00:00:09.629514280,46,9
1970-01-01 00:00:27.910153199,1970-01-01 00:00:05.705774949,27,5
1970-01-01 00:00:50.586255910,1970-01-01 00:00:47.762137938,50,47
1970-01-01 00:00:57.005504980,1970-01-01 00:00:21.467375435,57,21
1970-01-01 00:00:51.444820266,1970-01-01 00:00:38.266937933,51,38
1970-01-01 00:00:29.279264359,1970-01-01 00:00:25.708051661,29,25
1970-01-01 00:01:39.670527233,1970-01-01 00:01:17.205534239,99,77
1970-01-01 00:01:22.166649777,1970-01-01 00:01:19.148110664,82,79
1970-01-01 00:01:28.418112107,1970-01-01 00:00:37.185293729,88,37
1970-01-01 00:00:34.111667429,1970-01-01 00:00:14.821960854,34,14
1970-01-01 00:01:15.022975005,1970-01-01 00:01:01.443601215,75,61
1970-01-01 00:00:36.282980391,1970-01-01 00:00:16.725253493,36,16
1970-01-01 00:01:04.139457809,1970-01-01 00:00:10.197952446,64,10
1970-01-01 00:00:45.673244313,1970-01-01 00:00:03.954341567,45,3
1970-01-01 00:01:20.229304242,1970-01-01 00:00:45.405473017,80,45
1970-01-01 00:01:00.770194910,1970-01-01 00:00:33.471470517,60,33
1970-01-01 00:00:59.786005029,1970-01-01 00:00:54.523508541,59,54
1970-01-01 00:00:15.755685413,1970-01-01 00:00:01.620966150,15,1
1970-01-01 00:01:04.266121321,1970-01-01 00:00:03.879484021,64,3
1970-01-01 00:01:34.357914268,1970-01-01 00:00:46.506908577,94,46
1970-01-01 00:01:15.801971951,1970-01-01 00:00:48.367587116,75,48
1970-01-01 00:00:51.412989829,1970-01-01 00:00:37.300713591,51,37
1970-01-01 00:00:30.274292071,1970-01-01 00:00:20.772076654,30,20
1970-01-01 00:00:24.912261760,1970-01-01 00:00:17.727593558,24,17
1970-01-01 00:00:24.085134777,1970-01-01 00:00:19.379164387,24,19
1970-01-01 00:01:35.991826063,1970-01-01 00:00:36.777990732,95,36
1970-01-01 00:01:29.825423962,1970-01-01 00:01:29.228273406,89,89
1970-01-01 00:01:07.564559006,1970-01-01 00:00:51.250432675,67,51
1970-01-01 00:01:20.254419068,1970-01-01 00:00:28.924110557,80,28
1970-01-01 00:00:42.670998056,1970-01-01 00:00:01.948756697,42,1
1970-01-01 00:01:06.896022026,1970-01-01 00:00:06.487473096,66,6
1970-01-01 00:01:22.949767197,1970-01-01 00:00:05.322587629,82,5
1970-01-01 00:00:26.394537339,1970-01-01 00:00:18.932875591,26,18
1970-01-01 00:00:46.430662233,1970-01-01 00:00:39.404076376,46,39
1970-01-01 00:01:39.883533166,1970-01-01 00:00:16.772020222,99,16
1970-01-01 00:01:20.675760092,1970-01-01 00:01:08.183921407,80,68
1970-01-01 00:01:07.852935024,1970-01-01 00:00:22.818133213,67,22
1970-01-01 00:00:37.781765260,1970-01-01 00:00:02.120700018,37,2
1970-01-01 00:00:16.115312631,1970-01-01 00:00:07.555906655,16,7
1970-01-01 00:01:02.695645719,1970-01-01 00:00:52.835727441,62,52
1970-01-01 00:00:38.238049666,1970-01-01 00:00:12.793483890,38,12
1970-01-01 00:01:39.713959871,1970-01-01 00:00:03.623014444,99,3
1970-01-01 00:00:59.499833377,1970-01-01 00:00:22.351678019,59,22
1970-01-01 00:01:33.951505531,1970-01-01 00:01:11.001412320,93,71
1970-01-01 00:00:10.911414901,1970-01-01 00:00:08.407610763,10,8
1970-01-01 00:00:48.312457409,1970-01-01 00:00:10.855115154,48,10
1970-01-01 00:01:04.241993458,1970-01-01 00:00:41.541645671,64,41
1970-01-01 00:00:35.557402530,1970-01-01 00:00:25.965156748,35,25
1970-01-01 00:01:13.609725738,1970-01-01 00:00:27.182697793,73,27
1970-01-01 00:01:04.198712381,1970-01-01 00:00:01.165805169,64,1
1970-01-01 00:01:07.057419536,1970-01-01 00:00:50.166712860,67,50
1970-01-01 00:01:16.855712289,1970-01-01 00:00:04.056935294,76,4
1970-01-01 00:00:40.155049789,1970-01-01 00:00:37.481713890,40,37
1970-01-01 00:00:57.466405928,1970-01-01 00:00:25.588571776,57,25
1970-01-01 00:00:56.133010104,1970-01-01 00:00:17.273992032,56,17
1970-01-01 00:01:21.187660102,1970-01-01 00:00:39.263350462,81,39
1970-01-01 00:01:27.043955507,1970-01-01 00:00:10.805951088,87,10
1970-01-01 00:01:14.559498328,1970-01-01 00:00:32.886585225,74,32
1970-01-01 00:00:34.074808331,1970-01-01 00:00:25.796547673,34,25
1970-01-01 00:01:26.004030093,1970-01-01 00:01:01.671833783,86,61
1970-01-01 00:00:53.268511080,1970-01-01 00:00:06.731674233,53,6
1970-01-01 00:00:41.800686139,1970-01-01 00:00:33.128174983,41,33
1970-01-01 00:01:37.107493671,1970-01-01 00:00:39.843521203,97,39
1970-01-01 00:00:18.402210758,1970-01-01 00:00:11.360500298,18,11
1970-01-01 00:01:28.651889753,1970-01-01 00:00:36.057154058,88,36
1970-01-01 00:00:26.320523933,1970-01-01 00:00:07.855483218,26,7
1970-01-01 00:01:34.387091273,1970-01-01 00:00:28.109887396,94,28
1970-01-01 00:00:47.019765196,1970-01-01 00:00:33.897009540,47,33
1970-01-01 00:01:38.600230038,1970-01-01 00:00:42.271329088,98,42
1970-01-01 00:01:33.812025219,1970-01-01 00:00:50.018854035,93,50
1970-01-01 00:01:17.461290273,1970-01-01 00:00:10.192186287,77,10
1970-01-01 00:01:08.254914046,1970-01-01 00:00:44.754138076,68,44
1970-01-01 00:01:36.251475764,1970-01-01 00:01:11.351492391,96,71
1970-01-01 00:01:21.093858849,1970-01-01 00:00:50.978517577,81,50
1970-01-01 00:01:37.079254104,1970-01-01 00:00:07.358667342,97,7
1970-01-01 00:01:29.976483953,1970-01-01 00:00:04.144310669,89,4
1970-01-01 00:01:36.922507035,1970-01-01 00:00:53.233050602,96,53
1970-01-01 00:00:44.597248990,1970-01-01 00:00:30.987470509,44,30
1970-01-01 00:01:34.607214168,1970-01-01 00:00:07.266966778,94,7
1970-01-01 00:00:27.218284314,1970-01-01 00:00:02.180475623,27,2
1970-01-01 00:01:12.308969605,1970-01-01 00:00:39.888678959,72,39
1970-01-01 00:00:48.125017362,1970-01-01 00:00:20.639334056,48,20
1970-01-01 00:00:40.917793107,1970-01-01 00:00:11.834225642,40,11
1970-01-01 00:01:08.848650232,1970-01-01 00:00:46.929840668,68,46
1970-01-01 00:00:47.770055140,1970-01-01 00:00:41.778740123,47,41
1970-01-01 00:01:21.124147752,1970-01-01 00:00:04.615534727,81,4
1970-01-01 00:00:31.496830664,1970-01-01 00:00:18.079830078,31,18
1970-01-01 00:01:37.403104722,1970-01-01 00:00:35.669961900,97,35
1970-01-01 00:00:58.330514108,1970-01-01 00:00:38.196829757,58,38
1970-01-01 00:00:46.426637679,1970-01-01 00:00:22.037528946,46,22
1970-01-01 00:01:14.724993413,1970-01-01 00:00:10.299471127,74,10
1970-01-01 00:00:38.291853529,1970-01-01 00:00:21.478772963,38,21
1970-01-01 00:00:09.215255950,1970-01-01 00:00:02.032886051,9,2
1970-01-01 00:01:27.284854720,1970-01-01 00:00:25.380453364,87,25
1970-01-01 00:01:27.577399941,1970-01-01 00:01:07.140830238,87,67
1970-01-01 00:01:18.065137339,1970-01-01 00:00:25.353116287,78,25
1970-01-01 00:01:23.885017587,1970-01-01 00:00:04.821173801,83,4
1970-01-01 00:00:21.924206956,1970-01-01 00:00:07.067223040,21,7
1970-01-01 00:01:04.006827422,1970-01-01 00:01:01.656203318,64,61
1970-01-01 00:01:25.705070662,1970-01-01 00:01:25.049770655,85,85
1970-01-01 00:01:34.652744626,1970-01-01 00:00:07.384309802,94,7
1970-01-01 00:00:55.469615211,1970-01-01 00:00:09.628688182,55,9
1970-01-01 00:00:03.062733944,1970-01-01 00:00:01.971231819,3,1
1970-01-01 00:01:17.229739322,1970-01-01 00:00:18.755596308,77,18
1970-01-01 00:00:49.483078738,1970-01-01 00:00:14.301912939,49,14
1970-01-01 00:01:05.847169290,1970-01-01 00:00:03.639856384,65,3
1970-01-01 00:01:39.876731223,1970-01-01 00:00:41.672853777,99,41
1970-01-01 00:01:23.279938907,1970-01-01 00:00:48.365822204,83,48
1970-01-01 00:00:56.323421436,1970-01-01 00:00:56.058129595,56,56
1970-01-01 00:00:30.453705926,1970-01-01 00:00:25.786405666,30,25
1970-01-01 00:01:36.679244658,1970-01-01 00:00:27.852229225,96,27
1970-01-01 00:00:50.126625341,1970-01-01 00:00:14.968870662,50,14
1970-01-01 00:01:23.305166068,1970-01-01 00:01:02.748653518,83,62
1970-01-01 00:01:00.235659086,1970-01-01 00:00:15.913568389,60,15
1970-01-01 00:00:40.364087318,1970-01-01 00:00:12.940103567,40,12
1970-01-01 00:01:19.892468996,1970-01-01 00:00:33.585193205,79,33
1970-01-01 00:00:29.710645854,1970-01-01 00:00:13.608460806,29,13
1970-01-01 00:01:11.335205830,1970-01-01 00:00:22.762664159,71,22
1970-01-01 00:01:37.689979769,1970-01-01 00:00:44.036865123,97,44
1970-01-01 00:00:51.334985616,1970-01-01 00:00:14.487747707,51,14
1970-01-01 00:01:09.602370123,1970-01-01 00:00:58.086187826,69,58
1970-01-01 00:00:50.955779363,1970-01-01 00:00:21.730512376,50,21
1970-01-01 00:00:48.829035769,1970-01-01 00:00:37.215874532,48,37
1970-01-01 00:01:33.661392104,1970-01-01 00:01:04.261041132,93,64
1970-01-01 00:01:38.146218972,1970-01-01 00:01:09.942938009,98,69
1970-01-01 00:00:32.965630027,1970-01-01 00:00:25.904227672,32,25
1970-01-01 00:01:39.322482567,1970-01-01 00:01:13.559670418,99,73
1970-01-01 00:01:36.720590182,1970-01-01 00:00:05.542742874,96,5
1970-01-01 00:01:11.515553393,1970-01-01 00:00:31.875225910,71,31
1970-01-01 00:01:06.416479935,1970-01-01 00:00:35.098886231,66,35
1970-01-01 00:01:33.366237915,1970-01-01 00:01:30.174104904,93,90
1970-01-01 00:00:35.906290346,1970-01-01 00:00:20.263418604,35,20
1970-01-01 00:00:46.421384828,1970-01-01 00:00:44.600440782,46,44
1970-01-01 00:01:06.775919451,1970-01-01 00:00:28.800985742,66,28
1970-01-01 00:01:16.662037769,1970-01-01 00:00:47.054493835,76,47
1970-01-01 00:00:24.519724148,1970-01-01 00:00:10.721818261,24,10
1970-01-01 00:01:33.228417493,1970-01-01 00:00:49.083091647,93,49
1970-01-01 00:00:19.282510658,1970-01-01 00:00:04.067314194,19,4
1970-01-01 00:00:44.536572240,1970-01-01 00:00:14.918476868,44,14
1970-01-01 00:01:04.733071203,1970-01-01 00:00:01.495934316,64,1
1970-01-01 00:00:30.636584231,1970-01-01 00:00:09.920519861,30,9
1970-01-01 00:00:53.613994669,1970-01-01 00:00:06.861470001,53,6
1970-01-01 00:01:34.000423728,1970-01-01 00:01:03.314309380,94,63
1970-01-01 00:00:41.111279333,1970-01-01 00:00:18.190387377,41,18
1970-01-01 00:01:17.538020946,1970-01-01 00:01:07.986669951,77,67
1970-01-01 00:00:51.478922839,1970-01-01 00:00:24.158387081,51,24
1970-01-01 00:00:50.111036460,1970-01-01 00:00:40.755543896,50,40
1970-01-01 00:01:22.865722794,1970-01-01 00:01:10.554798650,82,70
1970-01-01 00:01:04.499219752,1970-01-01 00:00:52.839766910,64,52
1970-01-01 00:01:29.599635976,1970-01-01 00:00:02.719581600,89,2
1970-01-01 00:01:28.290359542,1970-01-01 00:01:01.157851645,88,61
1970-01-01 00:01:23.888232778,1970-01-01 00:00:25.954259332,83,25
1970-01-01 00:01:14.138231458,1970-01-01 00:00:26.092500678,74,26
1970-01-01 00:01:33.684709725,1970-01-01 00:00:12.676365958,93,12
1970-01-01 00:01:07.840574315,1970-01-01 00:00:55.069373409,67,55
1970-01-01 00:00:54.553872461,1970-01-01 00:00:29.387584779,54,29
1970-01-01 00:00:49.402122746,1970-01-01 00:00:06.339235868,49,6
1970-01-01 00:00:49.166990960,1970-01-01 00:00:17.036747528,49,17
1970-01-01 00:01:08.087975304,1970-01-01 00:01:04.188181948,68,64
1970-01-01 00:00:39.684147681,1970-01-01 00:00:38.720661871,39,38
1970-01-01 00:00:25.722853938,1970-01-01 00:00:25.128132411,25,25
1970-01-01 00:01:35.628426304,1970-01-01 00:00:19.582839482,95,19
1970-01-01 00:00:31.658513668,1970-01-01 00:00:07.247478071,31,7
1970-01-01 00:00:49.541357583,1970-01-01 00:00:13.520858758,49,13
1970-01-01 00:00:34.101286463,1970-01-01 00:00:06.880654939,34,6
1970-01-01 00:01:17.186274245,1970-01-01 00:00:08.704296920,77,8
1970-01-01 00:00:32.302679088,1970-01-01 00:00:21.934963184,32,21
1970-01-01 00:01:02.362126116,1970-01-01 00:00:38.811196562,62,38
1970-01-01 00:00:54.489492950,1970-01-01 00:00:41.927218563,54,41
1970-01-01 00:00:59.773012922,1970-01-01 00:00:41.757593701,59,41
1970-01-01 00:00:58.668245785,1970-01-01 00:00:50.076113313,58,50
1970-01-01 00:01:39.314515521,1970-01-01 00:01:30.353573653,99,90
1970-01-01 00:00:18.145636712,1970-01-01 00:00:01.805235382,18,1
1970-01-01 00:01:37.180452233,1970-01-01 00:01:08.677343088,97,68
1970-01-01 00:01:30.166746844,1970-01-01 00:00:10.876186520,90,10
1970-01-01 00:00:41.661888781,1970-01-01 00:00:19.066415615,41,19
1970-01-01 00:00:38.561183477,1970-01-01 00:00:37.107873431,38,37
1970-01-01 00:01:29.584076964,1970-01-01 00:00:13.809479737,89,13
1970-01-01 00:01:20.134705025,1970-01-01 00:00:52.181843270,80,52
1970-01-01 00:01:00.342242868,1970-01-01 00:00:08.130621486,60,8
1970-01-01 00:00:37.618528383,1970-01-01 00:00:07.731355279,37,7
1970-01-01 00:00:54.977922794,1970-01-01 00:00:48.088250152,54,48
1970-01-01 00:00:33.028784938,1970-01-01 00:00:03.103169586,33,3
1970-01-01 00:01:02.201286902,1970-01-01 00:00:16.774235824,62,16
1970-01-01 00:00:48.409618446,1970-01-01 00:00:24.732409761,48,24
1970-01-01 00:01:26.080844330,1970-01-01 00:00:11.124854660,86,11
1970-01-01 00:00:49.196416800,1970-01-01 00:00:14.767541214,49,14
1970-01-01 00:00:47.538033538,1970-01-01 00:00:33.045475261,47,33
1970-01-01 00:01:38.643755394,1970-01-01 00:01:05.360607504,98,65
1970-01-01 00:00:43.840937815,1970-01-01 00:00:43.072128554,43,43
1970-01-01 00:01:21.408448807,1970-01-01 00:00:25.445118923,81,25
1970-01-01 00:00:51.095856971,1970-01-01 00:00:08.233341730,51,8
1970-01-01 00:01:29.509106017,1970-01-01 00:00:33.237548855,89,33
1970-01-01 00:00:37.047246086,1970-01-01 00:00:14.665308258,37,14
1970-01-01 00:01:10.230944096,1970-01-01 00:00:29.642460623,70,29
1970-01-01 00:01:16.167871715,1970-01-01 00:00:17.981987322,76,17
1970-01-01 00:00:40.875943764,1970-01-01 00:00:32.678172183,40,32
1970-01-01 00:00:43.800400964,1970-01-01 00:00:36.032108189,43,36
1970-01-01 00:00:44.446710581,1970-01-01 00:00:20.959361890,44,20
1970-01-01 00:01:33.764627851,1970-01-01 00:00:24.770078284,93,24
1970-01-01 00:00:35.834653148,1970-01-01 00:00:32.153533691,35,32
1970-01-01 00:01:11.198908655,1970-01-01 00:00:09.505546296,71,9
1970-01-01 00:01:38.288117729,1970-01-01 00:01:05.047640037,98,65
1970-01-01 00:00:49.642774742,1970-01-01 00:00:31.396917891,49,31
1970-01-01 00:00:04.025611117,1970-01-01 00:00:01.216335793,4,1
1970-01-01 00:00:43.291042451,1970-01-01 00:00:20.402362604,43,20
1970-01-01 00:00:36.105058096,1970-01-01 00:00:33.810520802,36,33
1970-01-01 00:01:15.906340623,1970-01-01 00:00:37.306786683,75,37
1970-01-01 00:01:39.714208865,1970-01-01 00:00:31.165781166,99,31
1970-01-01 00:01:13.729897503,1970-01-01 00:00:24.756403595,73,24
1970-01-01 00:01:33.415266890,1970-01-01 00:01:30.044659261,93,90
1970-01-01 00:01:32.834991999,1970-01-01 00:00:03.283068684,92,3
1970-01-01 00:01:26.052270113,1970-01-01 00:00:17.679435833,86,17
1970-01-01 00:01:24.638526393,1970-01-01 00:00:26.738107909,84,26
1970-01-01 00:00:26.818964757,1970-01-01 00:00:25.751117121,26,25
1970-01-01 00:00:24.148296766,1970-01-01 00:00:21.142536510,24,21
1970-01-01 00:00:33.896560510,1970-01-01 00:00:06.447661748,33,6
1970-01-01 00:00:26.346790585,1970-01-01 00:00:05.193502992,26,5
1970-01-01 00:01:24.030496440,1970-01-01 00:00:05.337949435,84,5
1970-01-01 00:01:33.274348404,1970-01-01 00:00:22.811076182,93,22
1970-01-01 00:00:59.009970200,1970-01-01 00:00:11.753255664,59,11
1970-01-01 00:01:15.589905247,1970-01-01 00:00:34.668878366,75,34
1970-01-01 00:00:41.604785566,1970-01-01 00:00:07.450058387,41,7
1970-01-01 00:01:25.564441719,1970-01-01 00:00:36.237958176,85,36
1970-01-01 00:01:37.611203306,1970-01-01 00:01:22.323987379,97,82
1970-01-01 00:01:07.281505125,1970-01-01 00:00:22.737552154,67,22
1970-01-01 00:01:15.461753914,1970-01-01 00:00:45.642344649,75,45
1970-01-01 00:00:58.577477595,1970-01-01 00:00:29.527428943,58,29
1970-01-01 00:00:48.872186982,1970-01-01 00:00:07.150508854,48,7
1970-01-01 00:01:35.508046439,1970-01-01 00:00:37.163401163,95,37
1970-01-01 00:01:01.028723931,1970-01-01 00:00:45.004858162,61,45
1970-01-01 00:01:39.293396289,1970-01-01 00:00:18.771266299,99,18
1970-01-01 00:01:30.717854563,1970-01-01 00:00:48.000444155,90,48
1970-01-01 00:01:30.605355940,1970-01-01 00:00:26.858848459,90,26
1970-01-01 00:00:13.171560630,1970-01-01 00:00:01.858353189,13,1
1970-01-01 00:01:25.249860954,1970-01-01 00:00:05.219802000,85,5
1970-01-01 00:00:21.421024911,1970-01-01 00:00:14.091349533,21,14
1970-01-01 00:00:39.016446644,1970-01-01 00:00:35.990076687,39,35
1970-01-01 00:00:46.595707116,1970-01-01 00:00:43.517819286,46,43
1970-01-01 00:01:38.673059635,1970-01-01 00:01:07.005783777,98,67
1970-01-01 00:01:01.630799070,1970-01-01 00:00:49.430655035,61,49
1970-01-01 00:01:13.793239546,1970-01-01 00:01:06.194995476,73,66
1970-01-01 00:01:17.179948478,1970-01-01 00:01:16.516842184,77,76
1970-01-01 00:01:16.353700926,1970-01-01 00:00:30.743078828,76,30
1970-01-01 00:01:32.830360485,1970-01-01 00:00:18.685302728,92,18
1970-01-01 00:01:27.065628602,1970-01-01 00:00:24.642722584,87,24
1970-01-01 00:01:00.533772315,1970-01-01 00:00:24.087237936,60,24
1970-01-01 00:01:03.638186711,1970-01-01 00:00:14.766222660,63,14
1970-01-01 00:00:37.813174273,1970-01-01 00:00:29.050370557,37,29
1970-01-01 00:01:37.414128729,1970-01-01 00:01:18.431571289,97,78
1970-01-01 00:00:11.365918804,1970-01-01 00:00:09.509717996,11,9
1970-01-01 00:01:33.988669483,1970-01-01 00:01:24.335128576,93,84
1970-01-01 00:01:28.162675636,1970-01-01 00:01:22.869627957,88,82
1970-01-01 00:01:05.627876776,1970-01-01 00:00:16.309207681,65,16
1970-01-01 00:01:38.354248060,1970-01-01 00:01:11.759191982,98,71
1970-01-01 00:00:59.731020993,1970-01-01 00:00:28.432154318,59,28
1970-01-01 00:01:33.920612078,1970-01-01 00:01:05.343199675,93,65
1970-01-01 00:01:05.158839515,1970-01-01 00:01:01.522545885,65,61
1970-01-01 00:01:12.204234120,1970-01-01 00:00:04.562546493,72,4
1970-01-01 00:00:39.870186565,1970-01-01 00:00:05.480565478,39,5
1970-01-01 00:00:31.638783082,1970-01-01 00:00:27.972395066,31,27
1970-01-01 00:00:58.853245652,1970-01-01 00:00:23.843209527,58,23
1970-01-01 00:00:44.371747413,1970-01-01 00:00:30.904497805,44,30
1970-01-01 00:01:36.783710223,1970-01-01 00:01:34.393930468,96,94
1970-01-01 00:01:05.211562491,1970-01-01 00:00:57.807632017,65,57
1970-01-01 00:01:02.948341418,1970-01-01 00:00:52.625872948,62,52
1970-01-01 00:01:04.006520217,1970-01-01 00:00:01.885385113,64,1
1970-01-01 00:00:21.144219085,1970-01-01 00:00:01.862783185,21,1
1970-01-01 00:01:19.186803065,1970-01-01 00:00:08.736567310,79,8
1970-01-01 00:01:26.438295010,1970-01-01 00:01:16.991265889,86,76
1970-01-01 00:00:29.437849931,1970-01-01 00:00:21.263927426,29,21
1970-01-01 00:00:57.896554751,1970-01-01 00:00:53.706932709,57,53
1970-01-01 00:01:31.232135315,1970-01-01 00:00:56.175957460,91,56
1970-01-01 00:01:14.075651401,1970-01-01 00:01:00.777164839,74,60
1970-01-01 00:01:34.628585386,1970-01-01 00:01:14.132397008,94,74
1970-01-01 00:01:38.710369200,1970-01-01 00:00:53.668863878,98,53
1970-01-01 00:01:34.535542921,1970-01-01 00:00:30.247119030,94,30
1970-01-01 00:01:21.054988901,1970-01-01 00:01:07.553150104,81,67
1970-01-01 00:00:43.111624666,1970-01-01 00:00:33.433078817,43,33
1970-01-01 00:01:21.840933510,1970-01-01 00:00:49.188956418,81,49
1970-01-01 00:00:39.295163519,1970-01-01 00:00:04.411674781,39,4
1970-01-01 00:00:24.737987982,1970-01-01 00:00:04.137163001,24,4
1970-01-01 00:01:25.720665993,1970-01-01 00:01:21.461560875,85,81
1970-01-01 00:00:57.617300246,1970-01-01 00:00:21.534910354,57,21
1970-01-01 00:00:47.162538474,1970-01-01 00:00:45.180092390,47,45
1970-01-01 00:00:56.533349078,1970-01-01 00:00:20.239772112,56,20
1970-01-01 00:01:14.622666862,1970-01-01 00:00:03.751840625,74,3
1970-01-01 00:01:07.914414630,1970-01-01 00:00:58.601724155,67,58
1970-01-01 00:01:39.204916884,1970-01-01 00:01:32.458841799,99,92
1970-01-01 00:01:10.960256593,1970-01-01 00:00:20.932092178,70,20
1970-01-01 00:01:17.132102819,1970-01-01 00:00:19.701178677,77,19
